"","Id","Age_Cohort","Age","Gender","Expenditures","Ethnicity"
"492",54406,"22-50",25,"Male",38085,"Black"
"493",54675,"13-17",13,"Female",4005,"White not Hispanic"
"494",55043,"6-12",10,"Female",4152,"Hispanic"
"495",55056,"51 +",95,"Female",54680,"Black"
"496",55115,"13-17",15,"Female",3190,"Hispanic"
"497",55162,"13-17",15,"Male",3443,"Hispanic"
"498",55300,"22-50",45,"Male",46132,"Black"
"499",55314,"13-17",17,"Female",2184,"Hispanic"
"500",55345,"13-17",16,"Male",5412,"Hispanic"
"501",55424,"22-50",24,"Male",37133,"White not Hispanic"
"502",55442,"0-5",0,"Female",2532,"Asian"
"503",55877,"13-17",15,"Female",4527,"Hispanic"
"504",55882,"13-17",15,"Female",3055,"White not Hispanic"
"505",55958,"22-50",32,"Male",40587,"White not Hispanic"
"506",56063,"18-21",21,"Male",7488,"White not Hispanic"
"507",56109,"18-21",20,"Female",9540,"White not Hispanic"
"508",56202,"6-12",12,"Female",3003,"Hispanic"
"509",56203,"18-21",19,"Female",7122,"Hispanic"
"510",56309,"6-12",7,"Female",2191,"Hispanic"
"511",56318,"51 +",68,"Male",57363,"Hispanic"
"512",56400,"13-17",16,"Female",1641,"Hispanic"
"513",56533,"22-50",26,"Male",37347,"White not Hispanic"
"514",56539,"18-21",20,"Female",15278,"White not Hispanic"
"515",56552,"18-21",20,"Female",11070,"White not Hispanic"
"516",56576,"18-21",21,"Female",9805,"White not Hispanic"
"517",56592,"51 +",88,"Male",54875,"Hispanic"
"518",56736,"18-21",18,"Female",11054,"Multi Race"
"519",56738,"51 +",72,"Male",53834,"White not Hispanic"
"520",56802,"22-50",29,"Female",42041,"Hispanic"
"521",56808,"18-21",21,"Female",11202,"White not Hispanic"
"522",56855,"51 +",64,"Female",60774,"White not Hispanic"
"523",57039,"22-50",22,"Female",47954,"Hispanic"
"524",57141,"22-50",23,"Male",36180,"White not Hispanic"
"525",57419,"0-5",5,"Female",1632,"Hispanic"
"526",57420,"6-12",6,"Male",3948,"Black"
"527",57504,"18-21",19,"Female",12882,"White not Hispanic"
"528",57550,"18-21",19,"Female",8700,"Asian"
"529",57601,"18-21",19,"Male",11986,"Hispanic"
"530",57670,"51 +",62,"Male",47420,"Hispanic"
"531",57874,"13-17",17,"Male",4300,"Hispanic"
"532",57961,"13-17",13,"Male",4787,"Hispanic"
"533",58075,"6-12",12,"Female",2339,"Hispanic"
"534",58136,"13-17",15,"Female",4345,"Hispanic"
"535",58293,"13-17",14,"Female",4768,"White not Hispanic"
"536",58317,"51 +",80,"Male",57821,"White not Hispanic"
"537",58357,"18-21",20,"Female",9061,"Hispanic"
"538",58565,"6-12",6,"Female",3530,"Asian"
"539",58680,"18-21",21,"Male",4931,"Hispanic"
"540",58838,"18-21",21,"Male",10385,"Asian"
"541",58862,"13-17",17,"Male",3904,"White not Hispanic"
"542",58870,"6-12",8,"Male",2590,"White not Hispanic"
"543",58884,"22-50",34,"Female",41522,"Black"
"544",59001,"22-50",27,"Female",40156,"White not Hispanic"
"545",59079,"18-21",18,"Male",11479,"Hispanic"
"546",59154,"13-17",15,"Female",4798,"Hispanic"
"547",59206,"51 +",83,"Male",58803,"White not Hispanic"
"548",59275,"18-21",21,"Male",16133,"White not Hispanic"
"549",59332,"51 +",64,"Male",51599,"Asian"
"550",59343,"22-50",26,"Female",45507,"White not Hispanic"
"551",59467,"6-12",8,"Female",3544,"White not Hispanic"
"552",59660,"6-12",9,"Female",1713,"Hispanic"
"553",59753,"13-17",14,"Female",2462,"Hispanic"
"554",59881,"18-21",19,"Male",11816,"White not Hispanic"
"555",60002,"13-17",17,"Male",4531,"White not Hispanic"
"556",60018,"22-50",35,"Female",36607,"White not Hispanic"
"557",60037,"13-17",15,"Female",4884,"Hispanic"
"558",60292,"13-17",14,"Male",4058,"Hispanic"
"559",60348,"0-5",5,"Female",2019,"White not Hispanic"
"560",60352,"6-12",7,"Female",3464,"Hispanic"
"561",60372,"6-12",12,"Male",1539,"Hispanic"
"562",60425,"13-17",16,"Male",5224,"White not Hispanic"
"563",60508,"51 +",62,"Female",49075,"Asian"
"564",60572,"51 +",69,"Male",59682,"White not Hispanic"
"565",60676,"18-21",21,"Female",5066,"Hispanic"
"566",60864,"18-21",20,"Male",5583,"Black"
"567",61004,"0-5",4,"Female",456,"Hispanic"
"568",61019,"0-5",0,"Female",1147,"Hispanic"
"569",61051,"22-50",37,"Male",30627,"White not Hispanic"
"570",61120,"6-12",7,"Male",3000,"Multi Race"
"571",61187,"6-12",11,"Male",2885,"Multi Race"
"572",61192,"18-21",20,"Male",6255,"Asian"
"573",61329,"18-21",18,"Female",10068,"White not Hispanic"
"574",61449,"13-17",14,"Male",5025,"Black"
"575",61467,"0-5",1,"Female",2157,"Asian"
"576",61498,"13-17",13,"Female",3726,"American Indian"
"577",61570,"6-12",11,"Male",1286,"Hispanic"
"578",61588,"22-50",24,"Female",47674,"White not Hispanic"
"579",61654,"18-21",21,"Female",4731,"Hispanic"
"580",61680,"13-17",16,"Male",3839,"White not Hispanic"
"581",61785,"13-17",13,"Female",1195,"White not Hispanic"
"582",61806,"22-50",24,"Female",46911,"Asian"
"583",61887,"13-17",17,"Male",3629,"Hispanic"
"584",61944,"51 +",52,"Female",48826,"White not Hispanic"
"585",61951,"18-21",21,"Male",15718,"White not Hispanic"
"586",61954,"18-21",19,"Female",5616,"Hispanic"
"587",62150,"22-50",29,"Male",34708,"White not Hispanic"
"588",62191,"13-17",17,"Male",3075,"Asian"
"589",62282,"18-21",21,"Female",6669,"White not Hispanic"
"590",62302,"22-50",23,"Male",39693,"White not Hispanic"
"591",62342,"6-12",9,"Male",3552,"White not Hispanic"
"592",62485,"22-50",23,"Female",27845,"Hispanic"
"593",62691,"6-12",10,"Female",2409,"Hispanic"
"594",62913,"6-12",8,"Female",2122,"White not Hispanic"
"595",62935,"22-50",33,"Female",42458,"White not Hispanic"
"596",62957,"22-50",22,"Male",40648,"White not Hispanic"
"597",63343,"22-50",27,"Male",36712,"Asian"
"598",63363,"22-50",22,"Male",31138,"White not Hispanic"
"599",63384,"13-17",15,"Female",2917,"Asian"
"600",63810,"51 +",68,"Male",43945,"White not Hispanic"
"601",63833,"22-50",27,"Male",49793,"White not Hispanic"
"602",63959,"18-21",20,"Female",10247,"Hispanic"
"603",63992,"51 +",59,"Male",33110,"White not Hispanic"
"604",64041,"6-12",6,"Female",1722,"White not Hispanic"
"605",64083,"51 +",75,"Male",50261,"White not Hispanic"
"606",64181,"6-12",8,"Male",2153,"Hispanic"
"607",64182,"6-12",12,"Male",847,"Hispanic"
"608",64192,"51 +",66,"Female",50910,"White not Hispanic"
"609",64319,"18-21",20,"Male",11470,"Hispanic"
"610",64421,"6-12",10,"Female",3584,"Black"
"611",64429,"13-17",17,"Female",2722,"White not Hispanic"
"612",64820,"51 +",63,"Male",48614,"White not Hispanic"
"613",64829,"18-21",18,"Male",6991,"White not Hispanic"
"614",64899,"13-17",16,"Female",3698,"Hispanic"
"615",65036,"22-50",28,"Male",33278,"Asian"
"616",65255,"51 +",54,"Female",50141,"Native Hawaiian"
"617",65274,"0-5",5,"Female",2308,"Hispanic"
"618",65331,"13-17",17,"Male",4527,"Hispanic"
"619",65394,"6-12",6,"Female",1254,"Hispanic"
"620",65419,"13-17",16,"Male",4017,"White not Hispanic"
"621",65431,"51 +",53,"Male",53457,"White not Hispanic"
"622",65619,"18-21",20,"Male",6829,"White not Hispanic"
"623",65675,"6-12",10,"Male",1110,"Hispanic"
"624",65787,"13-17",15,"Male",3423,"Hispanic"
"625",65901,"6-12",12,"Male",1184,"Hispanic"
"626",65907,"6-12",12,"Male",1854,"Black"
"627",66098,"6-12",12,"Male",1689,"Hispanic"
"628",66116,"18-21",18,"Male",10535,"Asian"
"629",66375,"6-12",10,"Male",1560,"Hispanic"
"630",66446,"18-21",18,"Male",6620,"Asian"
"631",66577,"18-21",19,"Male",14729,"Hispanic"
"632",66734,"22-50",23,"Female",40394,"White not Hispanic"
"633",66769,"13-17",17,"Male",3520,"White not Hispanic"
"634",66818,"18-21",19,"Female",14926,"Hispanic"
"635",66840,"22-50",26,"Female",44588,"White not Hispanic"
"636",66841,"51 +",52,"Male",39536,"White not Hispanic"
"637",67058,"22-50",24,"Female",45735,"White not Hispanic"
"638",67230,"6-12",11,"Female",2143,"Hispanic"
"639",67231,"22-50",22,"Female",44002,"White not Hispanic"
"640",67248,"18-21",18,"Male",8511,"Hispanic"
"641",67343,"51 +",65,"Male",55442,"Black"
"642",67403,"18-21",18,"Male",9846,"Asian"
"643",67408,"22-50",23,"Male",49548,"Hispanic"
"644",67535,"6-12",6,"Male",2493,"Hispanic"
"645",67616,"18-21",20,"Female",13579,"Hispanic"
"646",67660,"22-50",33,"Male",44765,"White not Hispanic"
"647",67740,"22-50",39,"Male",36621,"Hispanic"
"648",67805,"22-50",27,"Male",50301,"White not Hispanic"
"649",67978,"22-50",27,"Female",32886,"Asian"
"650",68112,"22-50",36,"Male",38400,"Black"
"651",68296,"18-21",18,"Male",10299,"White not Hispanic"
"652",68353,"22-50",25,"Male",34425,"White not Hispanic"
"653",68357,"22-50",27,"Male",38331,"White not Hispanic"
"654",68378,"6-12",11,"Male",2498,"Hispanic"
"655",68507,"18-21",20,"Female",6771,"Asian"
"656",68570,"18-21",20,"Male",12265,"Asian"
"657",68685,"22-50",27,"Male",50353,"White not Hispanic"
"658",68697,"13-17",16,"Female",2797,"Hispanic"
"659",68724,"6-12",8,"Female",1733,"Black"
"660",68759,"6-12",10,"Female",992,"White not Hispanic"
"661",68824,"0-5",5,"Female",1339,"Asian"
"662",68830,"6-12",8,"Male",1594,"Asian"
"663",68863,"13-17",13,"Female",3332,"White not Hispanic"
"664",68944,"13-17",13,"Male",4963,"Hispanic"
"665",68956,"6-12",8,"Female",1417,"Hispanic"
"666",69156,"18-21",18,"Female",10969,"White not Hispanic"
"667",69282,"6-12",9,"Male",2643,"Hispanic"
"668",69499,"18-21",20,"Male",10976,"Asian"
"669",69542,"0-5",5,"Female",1053,"Multi Race"
"670",69581,"6-12",7,"Female",1903,"Hispanic"
"671",69608,"13-17",16,"Male",2760,"Hispanic"
"672",69614,"18-21",18,"Female",8567,"White not Hispanic"
"673",69616,"18-21",21,"Female",12172,"White not Hispanic"
"674",69726,"18-21",19,"Female",6690,"Hispanic"
"675",69933,"18-21",19,"Female",11629,"Hispanic"
"676",70035,"22-50",30,"Female",40727,"Native Hawaiian"
"677",70210,"13-17",17,"Female",5055,"Hispanic"
"678",70230,"13-17",17,"Male",3052,"White not Hispanic"
"679",70244,"22-50",39,"Female",56716,"White not Hispanic"
"680",70290,"13-17",15,"Male",3911,"Hispanic"
"681",70594,"13-17",14,"Female",3060,"Asian"
"682",70609,"18-21",18,"Male",3225,"Hispanic"
"683",70727,"18-21",20,"Male",11242,"White not Hispanic"
"684",70807,"13-17",17,"Male",4152,"Hispanic"
"685",70929,"18-21",19,"Female",7805,"Hispanic"
"686",71045,"13-17",15,"Male",3702,"Hispanic"
"687",71073,"13-17",14,"Female",5062,"Multi Race"
"688",71233,"6-12",9,"Female",1690,"White not Hispanic"
"689",71271,"22-50",27,"Female",39454,"Asian"
"690",71346,"51 +",53,"Male",49380,"White not Hispanic"
"691",71422,"18-21",20,"Female",16677,"Hispanic"
"692",71440,"13-17",13,"Male",3395,"Hispanic"
"693",71526,"51 +",65,"Female",54874,"White not Hispanic"
"694",71763,"6-12",6,"Female",3099,"Hispanic"
"695",71846,"13-17",17,"Female",3088,"Hispanic"
"696",71847,"18-21",18,"Male",14221,"Hispanic"
"697",71928,"18-21",20,"Male",12392,"Asian"
"698",71969,"13-17",16,"Male",4166,"Black"
"699",72028,"18-21",19,"Female",11032,"White not Hispanic"
"700",72101,"22-50",34,"Male",40546,"White not Hispanic"
"701",72341,"6-12",6,"Male",2597,"Asian"
"702",72365,"18-21",19,"Male",11068,"White not Hispanic"
"703",72418,"6-12",9,"Female",2634,"Hispanic"
"704",72424,"22-50",34,"Female",45409,"Hispanic"
"705",72511,"51 +",56,"Male",52618,"Black"
"706",72593,"22-50",22,"Female",31853,"Black"
"707",72606,"18-21",18,"Female",3829,"Hispanic"
"708",72613,"18-21",21,"Female",7166,"White not Hispanic"
"709",72729,"13-17",16,"Male",4615,"Other"
"710",72808,"18-21",18,"Male",11282,"Asian"
"711",72893,"13-17",16,"Female",3060,"Hispanic"
"712",72903,"0-5",5,"Female",1702,"Hispanic"
"713",72982,"18-21",21,"Male",6977,"Hispanic"
"714",73085,"18-21",20,"Male",10898,"White not Hispanic"
"715",73176,"13-17",13,"Male",3419,"Asian"
"716",73402,"13-17",14,"Female",3633,"Hispanic"
"717",73569,"18-21",18,"Female",12603,"Hispanic"
"718",73713,"51 +",62,"Female",50219,"White not Hispanic"
"719",73750,"6-12",8,"Male",2261,"Black"
"720",73758,"6-12",6,"Male",3203,"Hispanic"
"721",73772,"22-50",35,"Female",42329,"White not Hispanic"
"722",73907,"6-12",8,"Female",1609,"Hispanic"
"723",74044,"18-21",18,"Male",11176,"Hispanic"
"724",74146,"18-21",19,"Female",8398,"White not Hispanic"
"725",74185,"6-12",7,"Male",1728,"White not Hispanic"
"726",74272,"18-21",19,"Male",11180,"Hispanic"
"727",74463,"22-50",27,"Female",28581,"Asian"
"728",74521,"6-12",12,"Male",1416,"Hispanic"
"729",74523,"13-17",15,"Male",3677,"Hispanic"
"730",74683,"13-17",15,"Male",4616,"White not Hispanic"
"731",74721,"51 +",90,"Female",58392,"American Indian"
"732",74878,"6-12",9,"Male",1661,"Hispanic"
"733",74891,"0-5",5,"Female",1611,"Black"
"734",74906,"18-21",21,"Male",9363,"White not Hispanic"
"735",74924,"13-17",17,"Female",5347,"Hispanic"
"736",74925,"13-17",14,"Female",4378,"Hispanic"
"737",74970,"18-21",20,"Female",10815,"White not Hispanic"
"738",75037,"6-12",10,"Female",2368,"White not Hispanic"
"739",75049,"22-50",30,"Female",40572,"Hispanic"
"740",75122,"51 +",72,"Female",50198,"White not Hispanic"
"741",75138,"6-12",11,"Male",793,"Hispanic"
"742",75140,"13-17",14,"Male",2551,"White not Hispanic"
"743",75193,"18-21",19,"Female",8804,"White not Hispanic"
"744",75607,"6-12",10,"Female",2865,"Hispanic"
"745",75696,"0-5",3,"Female",1167,"Hispanic"
"746",75753,"13-17",13,"Female",5098,"White not Hispanic"
"747",75806,"13-17",15,"Male",5304,"Hispanic"
"748",75960,"22-50",36,"Male",38246,"White not Hispanic"
"749",76011,"6-12",12,"Male",1776,"Hispanic"
"750",76065,"18-21",20,"Female",15711,"Hispanic"
"751",76344,"6-12",12,"Male",3704,"Hispanic"
"752",76353,"51 +",66,"Male",47006,"White not Hispanic"
"753",76461,"13-17",13,"Male",4710,"Asian"
"754",76518,"51 +",88,"Female",56415,"White not Hispanic"
"755",76533,"18-21",18,"Male",11240,"White not Hispanic"
"756",76547,"51 +",79,"Female",58469,"White not Hispanic"
"757",76701,"13-17",14,"Male",4842,"White not Hispanic"
"758",76737,"13-17",14,"Male",2701,"White not Hispanic"
"759",76776,"51 +",90,"Female",57845,"White not Hispanic"
"760",76834,"18-21",21,"Male",6482,"White not Hispanic"
"761",76865,"18-21",20,"Male",9162,"Hispanic"
"762",76990,"18-21",21,"Female",12552,"White not Hispanic"
"763",77021,"22-50",32,"Male",30791,"White not Hispanic"
"764",77155,"18-21",19,"Female",9341,"Hispanic"
"765",77193,"22-50",30,"Male",48121,"Hispanic"
"766",77349,"13-17",16,"Male",3047,"White not Hispanic"
"767",77450,"18-21",18,"Male",3707,"Asian"
"768",77463,"51 +",71,"Female",52421,"Asian"
"769",77587,"18-21",18,"Female",18435,"Asian"
"770",77596,"22-50",24,"Male",37367,"Hispanic"
"771",77607,"13-17",15,"Female",4260,"Hispanic"
"772",77654,"0-5",0,"Female",1458,"Hispanic"
"773",77715,"18-21",20,"Male",12234,"Asian"
"774",77829,"22-50",39,"Male",33259,"White not Hispanic"
"775",77916,"6-12",6,"Female",1804,"Hispanic"
"776",77933,"51 +",51,"Female",52105,"White not Hispanic"
"777",78026,"6-12",10,"Female",1934,"Hispanic"
"778",78221,"22-50",30,"Male",40268,"White not Hispanic"
"779",78254,"22-50",23,"Male",37479,"Native Hawaiian"
"780",78364,"51 +",75,"Female",65581,"Hispanic"
"781",78374,"51 +",66,"Male",42160,"White not Hispanic"
"782",78383,"6-12",7,"Female",3125,"Black"
"783",78532,"18-21",21,"Female",7683,"Asian"
"784",78612,"22-50",35,"Female",33070,"White not Hispanic"
"785",78803,"22-50",32,"Male",32704,"White not Hispanic"
"786",79152,"18-21",21,"Male",11491,"Black"
"787",79204,"18-21",19,"Male",5303,"White not Hispanic"
"788",79379,"22-50",25,"Female",46437,"Hispanic"
"789",79645,"22-50",32,"Male",28205,"American Indian"
"790",79659,"0-5",0,"Female",1704,"White not Hispanic"
"791",79711,"22-50",31,"Male",33051,"White not Hispanic"
"792",79930,"22-50",23,"Male",50542,"Asian"
"793",80142,"22-50",27,"Male",37708,"Hispanic"
"794",80225,"6-12",6,"Female",987,"Hispanic"
"795",80338,"6-12",10,"Female",1590,"Hispanic"
"796",80426,"18-21",19,"Female",15527,"White not Hispanic"
"797",80439,"13-17",17,"Female",4496,"Hispanic"
"798",80464,"18-21",20,"Female",13264,"Asian"
"799",80529,"6-12",8,"Female",2459,"White not Hispanic"
"800",80534,"51 +",71,"Male",58594,"Black"
"801",80636,"18-21",21,"Male",13468,"Hispanic"
"802",80688,"22-50",22,"Female",40240,"Asian"
"803",80955,"6-12",11,"Male",2727,"White not Hispanic"
"804",81195,"18-21",21,"Male",9923,"Asian"
"805",81203,"22-50",37,"Male",41550,"White not Hispanic"
"806",81394,"22-50",23,"Male",36521,"White not Hispanic"
"807",81488,"6-12",11,"Female",1905,"Hispanic"
"808",81512,"18-21",20,"Female",7237,"White not Hispanic"
"809",81530,"22-50",22,"Male",28061,"Black"
"810",81669,"22-50",24,"Female",42746,"White not Hispanic"
"811",81703,"22-50",26,"Male",34915,"White not Hispanic"
"812",81816,"18-21",18,"Female",7144,"White not Hispanic"
"813",81823,"13-17",15,"Female",3251,"Hispanic"
"814",81913,"22-50",30,"Male",42070,"Hispanic"
"815",81916,"22-50",23,"Male",40159,"Hispanic"
"816",82022,"22-50",22,"Male",37201,"White not Hispanic"
"817",82126,"51 +",53,"Male",50176,"Hispanic"
"818",82186,"6-12",7,"Male",1691,"Asian"
"819",82230,"22-50",29,"Female",46356,"White not Hispanic"
"820",82254,"22-50",33,"Male",38762,"White not Hispanic"
"821",82355,"51 +",72,"Male",60808,"Black"
"822",82582,"51 +",62,"Male",47709,"White not Hispanic"
"823",82743,"18-21",18,"Female",10439,"Hispanic"
"824",82904,"18-21",20,"Female",11810,"Hispanic"
"825",82928,"22-50",31,"Male",34021,"Hispanic"
"826",83000,"51 +",80,"Male",68890,"White not Hispanic"
"827",83149,"51 +",70,"Male",50230,"Hispanic"
"828",83212,"22-50",29,"Male",36658,"White not Hispanic"
"829",83224,"51 +",73,"Male",51455,"White not Hispanic"
"830",83404,"18-21",20,"Male",9932,"Hispanic"
"831",83443,"18-21",20,"Female",11803,"Asian"
"832",83495,"22-50",40,"Male",48064,"Asian"
"833",83771,"13-17",13,"Female",4473,"White not Hispanic"
"834",83851,"22-50",24,"Male",30803,"Asian"
"835",83897,"22-50",32,"Female",37637,"White not Hispanic"
"836",83972,"51 +",62,"Male",44111,"White not Hispanic"
"837",84259,"18-21",18,"Male",8985,"White not Hispanic"
"838",84336,"22-50",28,"Female",48968,"Asian"
"839",84362,"6-12",6,"Male",2924,"Hispanic"
"840",84388,"0-5",2,"Female",697,"Multi Race"
"841",84436,"22-50",24,"Female",37663,"Hispanic"
"842",84477,"18-21",19,"Male",9675,"Black"
"843",84484,"13-17",17,"Female",4216,"Asian"
"844",84737,"13-17",14,"Female",5576,"White not Hispanic"
"845",84833,"22-50",25,"Male",31943,"Hispanic"
"846",84949,"6-12",7,"Female",2834,"Black"
"847",84996,"6-12",12,"Male",1531,"White not Hispanic"
"848",85005,"13-17",15,"Female",5254,"White not Hispanic"
"849",85129,"22-50",23,"Male",44219,"White not Hispanic"
"850",85179,"22-50",28,"Male",26178,"Hispanic"
"851",85261,"13-17",14,"Female",3189,"White not Hispanic"
"852",85301,"6-12",12,"Female",3732,"Hispanic"
"853",85491,"22-50",23,"Male",25348,"Asian"
"854",85501,"18-21",21,"Female",8957,"Hispanic"
"855",85633,"13-17",14,"Female",5280,"Hispanic"
"856",85639,"22-50",33,"Male",39010,"White not Hispanic"
"857",85741,"22-50",41,"Female",49223,"White not Hispanic"
"858",85775,"18-21",19,"Female",12243,"Asian"
"859",86019,"22-50",25,"Male",40999,"Asian"
"860",86084,"18-21",20,"Female",3749,"Hispanic"
"861",86328,"6-12",9,"Female",1416,"Hispanic"
"862",86396,"22-50",32,"Female",33630,"White not Hispanic"
"863",86416,"22-50",26,"Male",33634,"Asian"
"864",86565,"18-21",19,"Male",9760,"Hispanic"
"865",86579,"22-50",42,"Female",51084,"Black"
"866",86599,"6-12",11,"Male",1984,"White not Hispanic"
"867",86667,"22-50",30,"Male",40927,"White not Hispanic"
"868",86893,"22-50",39,"Female",31076,"White not Hispanic"
"869",87080,"13-17",16,"Female",4915,"White not Hispanic"
"870",87143,"13-17",17,"Female",3747,"Hispanic"
"871",87358,"18-21",21,"Female",9700,"White not Hispanic"
"872",87444,"13-17",14,"Female",1893,"Multi Race"
"873",87697,"13-17",17,"Female",4221,"Hispanic"
"874",87737,"51 +",91,"Male",54481,"Asian"
"875",87869,"6-12",10,"Female",3060,"Hispanic"
"876",87923,"22-50",24,"Female",34274,"Asian"
"877",88118,"18-21",19,"Female",12523,"Hispanic"
"878",88132,"51 +",71,"Female",56365,"White not Hispanic"
"879",88276,"0-5",4,"Female",1645,"Asian"
"880",88284,"6-12",11,"Male",2839,"Hispanic"
"881",88508,"6-12",8,"Female",3572,"White not Hispanic"
"882",88618,"22-50",31,"Male",39172,"White not Hispanic"
"883",88739,"6-12",8,"Female",1714,"Hispanic"
"884",88757,"51 +",72,"Male",43957,"White not Hispanic"
"885",88930,"51 +",62,"Female",58480,"White not Hispanic"
"886",89102,"22-50",26,"Female",43109,"Black"
"887",89108,"6-12",7,"Female",1875,"Hispanic"
"888",89124,"51 +",63,"Male",50030,"White not Hispanic"
"889",89132,"18-21",21,"Male",8707,"Hispanic"
"890",89286,"6-12",8,"Female",2717,"Hispanic"
"891",89316,"0-5",5,"Female",1684,"Hispanic"
"892",89334,"18-21",20,"Male",7743,"White not Hispanic"
"893",89361,"18-21",19,"Female",7475,"Asian"
"894",89611,"6-12",9,"Male",2753,"White not Hispanic"
"895",89809,"18-21",19,"Female",8820,"Asian"
"896",89925,"18-21",19,"Female",5988,"Hispanic"
"897",90037,"18-21",21,"Male",11327,"Black"
"898",90151,"13-17",16,"Female",3702,"Hispanic"
"899",90220,"13-17",13,"Female",3887,"Hispanic"
"900",90233,"18-21",19,"Male",9979,"Asian"
"901",90239,"18-21",18,"Female",13730,"Hispanic"
"902",90299,"18-21",19,"Male",7570,"White not Hispanic"
"903",90432,"22-50",27,"Female",35720,"White not Hispanic"
"904",90644,"18-21",19,"Female",7061,"Black"
"905",90670,"13-17",13,"Female",5546,"White not Hispanic"
"906",90814,"13-17",16,"Male",3666,"White not Hispanic"
"907",90953,"6-12",10,"Female",669,"Multi Race"
"908",90996,"22-50",29,"Female",40755,"White not Hispanic"
"909",91011,"22-50",32,"Female",35435,"Hispanic"
"910",91064,"18-21",21,"Male",6904,"Hispanic"
"911",91288,"22-50",29,"Male",41268,"White not Hispanic"
"912",91383,"6-12",12,"Male",1996,"White not Hispanic"
"913",91756,"13-17",14,"Male",3703,"Hispanic"
"914",91766,"6-12",7,"Female",2669,"White not Hispanic"
"915",91966,"13-17",14,"Male",3319,"Hispanic"
"916",92055,"13-17",17,"Female",3478,"Hispanic"
"917",92109,"18-21",20,"Male",8359,"White not Hispanic"
"918",92198,"13-17",17,"Male",4791,"Hispanic"
"919",92207,"6-12",6,"Male",1898,"Hispanic"
"920",92215,"6-12",9,"Female",2632,"White not Hispanic"
"921",92265,"22-50",32,"Female",43662,"White not Hispanic"
"922",92381,"6-12",11,"Female",620,"White not Hispanic"
"923",92494,"51 +",73,"Female",49088,"White not Hispanic"
"924",92628,"22-50",33,"Male",40517,"Hispanic"
"925",92700,"0-5",4,"Female",2543,"White not Hispanic"
"926",92718,"6-12",6,"Male",1997,"Hispanic"
"927",92766,"6-12",8,"Female",1189,"Hispanic"
"928",92789,"22-50",25,"Male",39849,"White not Hispanic"
"929",93080,"22-50",23,"Male",48349,"White not Hispanic"
"930",93118,"13-17",16,"Male",4031,"Asian"
"931",93194,"6-12",8,"Male",2623,"Asian"
"932",93415,"22-50",22,"Female",50795,"White not Hispanic"
"933",93495,"6-12",10,"Female",2484,"Hispanic"
"934",93600,"22-50",31,"Male",39577,"White not Hispanic"
"935",93628,"6-12",6,"Male",3259,"Multi Race"
"936",93673,"18-21",18,"Male",9080,"Asian"
"937",93702,"22-50",27,"Female",44293,"Asian"
"938",93727,"0-5",4,"Female",1219,"Asian"
"939",93757,"18-21",18,"Female",10298,"White not Hispanic"
"940",93763,"6-12",8,"Male",2430,"Hispanic"
"941",93871,"13-17",14,"Female",3792,"Hispanic"
"942",94072,"6-12",11,"Female",1360,"White not Hispanic"
"943",94273,"13-17",15,"Male",3099,"Asian"
"944",94371,"22-50",30,"Male",51486,"White not Hispanic"
"945",94442,"6-12",11,"Male",2212,"Hispanic"
"946",94480,"13-17",17,"Female",5183,"Black"
"947",94503,"0-5",0,"Male",1360,"Hispanic"
"948",94540,"22-50",25,"Female",40952,"White not Hispanic"
"949",94595,"0-5",4,"Female",2335,"Multi Race"
"950",94648,"22-50",40,"Female",43175,"White not Hispanic"
"951",94785,"13-17",14,"Male",4680,"Hispanic"
"952",94819,"18-21",20,"Female",14003,"Hispanic"
"953",94852,"0-5",3,"Female",1485,"Hispanic"
"954",95110,"22-50",29,"Male",43048,"White not Hispanic"
"955",95270,"22-50",38,"Male",29709,"White not Hispanic"
"956",95313,"51 +",79,"Female",57497,"Asian"
"957",95673,"51 +",60,"Female",62717,"Hispanic"
"958",95812,"22-50",38,"Female",37378,"Hispanic"
"959",95861,"18-21",18,"Male",12651,"Asian"
"960",96081,"13-17",16,"Female",2104,"Hispanic"
"961",96097,"0-5",5,"Female",222,"Hispanic"
"962",96188,"22-50",23,"Male",42560,"Asian"
"963",96258,"22-50",29,"Male",40614,"Asian"
"964",96279,"0-5",5,"Female",1003,"Hispanic"
"965",96367,"22-50",26,"Male",36440,"Hispanic"
"966",96426,"6-12",9,"Male",2544,"White not Hispanic"
"967",96466,"13-17",17,"Female",5241,"Hispanic"
"968",96684,"13-17",14,"Male",3524,"White not Hispanic"
"969",96739,"22-50",30,"Female",40125,"White not Hispanic"
"970",96746,"6-12",10,"Male",3382,"Asian"
"971",96840,"51 +",51,"Female",48622,"White not Hispanic"
"972",96974,"13-17",17,"Female",5276,"White not Hispanic"
"973",97057,"22-50",41,"Male",50202,"White not Hispanic"
"974",97122,"22-50",44,"Male",46144,"Hispanic"
"975",97211,"0-5",5,"Female",240,"Black"
"976",97268,"22-50",23,"Male",35016,"White not Hispanic"
"977",97316,"51 +",75,"Female",55956,"White not Hispanic"
"978",97426,"0-5",1,"Female",2359,"Multi Race"
"979",97793,"6-12",9,"Female",1048,"Multi Race"
"980",97930,"51 +",69,"Female",53561,"White not Hispanic"
"981",98015,"22-50",46,"Male",52222,"Hispanic"
"982",98235,"22-50",28,"Male",29588,"Hispanic"
"983",98268,"18-21",18,"Female",10393,"White not Hispanic"
"984",98269,"22-50",38,"Male",54191,"White not Hispanic"
