GENDER,AGE,MARSTAT,EDUCATION,ETHNICITY,SMARSTAT,SGENDER,SAGE,SEDUCATION,NUMHH,INCOME,TOTINCOME,CHARITY,FACE,FACECVLIFEPOLICIES,CASHCVLIFEPOLICIES,BORROWCVLIFEPOL,NETVALUE
1,42,1,17,1,2,2,43,17,4,157000,4810000,123000,2100000,40000,10000,5,0
1,49,1,17,1,2,2,46,17,3,456000,446000,20000,0,100000,5000,5,0
1,74,1,9,1,2,2,64,12,2,66000,285000,10000,0,0,0,0,0
1,42,1,14,1,2,2,37,12,5,85000,85000,0,126000,100000,7000,5,0
1,23,1,12,1,1,2,24,14,4,61000,33000,600,110000,0,0,0,0
1,60,1,16,1,2,2,57,16,2,200000,200000,1000,0,0,0,0,0
1,60,1,16,1,2,2,57,17,2,350000,800000,5000,0,800000,70000,5,0
1,33,1,12,3,2,2,20,12,4,34000,34000,0,170000,0,0,0,0
1,31,1,17,2,2,2,29,12,3,60000,82000,1000,1000000,0,0,0,0
1,56,1,17,1,2,2,55,14,2,36000,373000,15000,750000,40000,40000,5,0
1,56,0,16,2,0,0,0,0,1,60000,0,0,0,0,0,0,0
1,41,1,16,1,2,2,36,16,4,200000,4100000,50000,0,1800000,160000,5,0
1,48,1,17,1,2,2,49,16,4,260,188000,27000,2130000,0,0,0,0
1,64,1,10,1,1,2,64,12,2,32000,20000,600,30000,0,0,0,0
1,52,1,12,3,1,2,51,15,3,29000,33000,0,75000,75000,7000,5,0
1,41,1,12,1,1,2,44,12,5,63000,0,750,130000,0,0,0,0
1,57,1,14,1,1,2,57,14,2,95000,64000,0,150000,100000,7500,5,0
1,74,1,16,1,1,2,67,16,2,775000,1200000,150000,6000000,200000,8000,5,0
1,28,1,12,2,1,2,28,14,5,47000,47000,0,0,30000,5500,5,0
1,37,0,16,2,0,0,0,0,1,39000,0,0,50000,0,0,0,0
1,47,1,16,1,2,2,30,16,3,120000,90000,800,0,0,0,0,0
1,63,1,17,7,1,2,60,16,2,1450000,1600000,35000,1500000,1200000,500000,5,0
1,58,1,16,1,2,2,55,14,2,3000,36000,2500,0,0,0,0,0
1,38,1,12,3,1,2,42,16,8,27000,27000,500,125000,200000,550,5,0
1,30,1,12,2,1,2,37,11,4,51000,0,0,0,20000,5600,5,0
1,24,1,12,1,2,2,22,12,2,50000,0,0,0,0,0,0,0
1,59,1,12,1,1,2,61,12,2,50000,24000,0,0,0,0,0,0
1,55,1,2,1,2,2,41,12,3,80000,81000,0,20000,0,0,0,0
1,38,1,12,1,2,2,37,12,4,25000,23000,0,0,0,0,0,0
1,30,1,14,1,2,2,29,16,4,42000,42000,800,100000,0,0,0,0
0,56,0,14,2,0,0,0,0,4,25000,0,0,75000,0,0,0,0
1,38,1,12,1,1,2,26,12,3,35000,23000,0,0,0,0,0,0
1,40,0,16,1,0,0,0,0,1,95000,0,7000,10000,0,0,0,0
1,45,1,14,1,2,2,42,17,4,115000,115000,0,500000,0,0,0,0
1,44,0,14,2,0,0,0,0,1,30000,0,0,25000,0,0,0,0
1,52,1,12,1,1,2,46,12,2,56000,56000,500,25000,0,0,0,0
1,48,1,11,1,1,2,50,13,2,55000,55000,0,10000,0,0,0,0
1,37,1,16,1,1,2,41,17,2,58000,0,500,0,50000,0,5,0
0,42,0,13,1,0,0,0,0,2,35000,0,0,11000,0,0,0,0
1,43,1,11,3,2,2,41,6,4,29000,23000,0,0,75000,2000,5,0
0,61,0,17,2,0,0,0,0,2,40000,0,3600,10000,0,0,0,0
1,50,1,17,1,2,2,52,16,2,250000,4120000,44000,0,100000,16000,5,0
1,44,1,17,1,2,2,41,17,4,206000,714000,2500,1250000,0,0,0,0
1,70,1,16,1,2,2,56,16,2,150000,2300000,20000,0,50000,20000,5,0
1,52,2,16,1,3,2,59,12,2,18000,0,0,0,0,0,0,0
1,59,1,16,1,2,2,63,14,2,260,91000,680,100000,0,0,0,0
1,42,1,16,1,2,2,39,13,4,111000,111000,3000,1440000,0,0,0,0
0,29,0,16,2,0,0,0,0,1,27000,0,0,100000,0,0,0,0
0,28,0,12,1,0,0,0,0,4,44000,0,520,0,0,0,0,0
1,66,1,8,1,1,2,73,8,2,12000,22000,0,0,32000,6500,5,0
1,41,1,16,1,1,2,42,16,2,148000,0,1000,250000,200000,4000,5,0
0,42,0,16,2,0,0,0,0,2,5000,0,0,0,80000,65000,5,0
1,30,0,12,1,0,0,0,0,1,75000,0,0,0,0,0,0,0
1,35,2,7,3,1,2,34,9,4,13000,24000,0,0,0,0,0,0
1,46,1,17,1,2,2,41,17,4,190000,190000,5000,0,0,0,0,0
0,46,0,14,1,0,0,0,0,1,23000,0,0,0,0,0,0,0
1,77,1,12,1,2,2,54,12,2,222000,0,48000,0,20000000,1500000,5,0
1,56,1,16,1,2,2,55,16,2,1110000,52730000,5500,2000000,25000000,27000,5,0
1,51,0,12,2,0,0,0,0,2,30000,0,0,0,0,0,0,0
1,36,0,14,1,0,0,0,0,2,39000,0,0,0,125000,300,5,0
1,26,1,16,2,2,2,23,16,3,3980000,8500000,259000,5000000,0,0,0,0
1,30,2,12,1,1,2,27,14,3,75000,0,0,100000,0,0,0,0
0,22,0,11,1,0,0,0,0,2,9400,0,650,0,0,0,0,0
1,61,1,17,1,2,2,64,14,2,17000,60000,3500,400000,0,0,0,0
1,38,1,12,1,1,2,39,13,6,78000,78000,0,225000,0,0,0,0
1,49,1,16,1,2,2,35,16,4,435000,705000,35000,450000,1500000,50000,5,0
1,56,1,14,1,2,2,52,14,3,2000,60000,1500,50000,0,0,0,0
0,54,0,14,1,0,0,0,0,1,40000,0,1000,0,0,0,0,0
1,61,1,14,1,2,2,59,13,2,114000,481000,51000,1800000,300000,40000,5,0
1,48,0,17,1,0,0,0,0,1,550000,0,57000,0,0,0,0,0
1,35,0,16,2,0,0,0,0,1,67000,0,2000,0,300000,10000,5,0
1,66,1,12,1,2,2,62,12,3,12000,29000,0,0,0,0,0,0
0,39,0,15,7,0,0,0,0,3,20000,0,0,0,0,0,0,0
1,62,1,13,1,2,2,61,12,2,72000,4700000,150000,10000000,400000,62000,5,0
1,34,1,4,3,2,2,32,14,5,22000,28000,500,0,0,0,0,0
1,60,1,16,1,1,2,57,17,2,187000,139000,7600,0,0,0,0,0
1,39,2,17,1,3,2,43,16,3,85000,0,1200,10000,0,0,0,0
0,40,0,16,2,0,0,0,0,3,25000,0,2500,250000,0,0,0,0
0,48,0,16,1,0,0,0,0,4,62000,0,0,0,0,0,0,0
1,20,2,14,1,3,2,19,14,2,500,0,0,2600,0,0,0,0
0,44,1,16,1,2,1,44,0,1,35000,0,0,50000,0,0,0,0
1,47,0,12,1,0,0,0,0,2,21000,0,0,98000,5000,5000,5,0
1,67,1,16,1,2,2,66,10,2,3000,1140000,141000,2500000,10000000,50000,5,0
1,34,1,12,1,1,2,33,12,3,40000,45000,0,0,0,0,0,0
0,46,0,11,2,0,0,0,0,1,38000,0,0,140000,0,0,0,0
0,27,0,16,1,0,0,0,0,2,8000,0,0,85000,0,0,0,0
1,39,1,12,1,2,2,40,12,5,47000,41000,0,50000,25000,3000,1,3
1,46,1,12,1,1,2,41,12,2,45000,42000,0,10000,0,0,0,0
1,47,1,12,1,1,2,42,16,3,100000,76000,0,0,150000,21000,5,0
1,65,1,17,1,2,2,60,16,2,100000,100,500000,0,77000000,7000000,5,0
1,61,1,12,1,2,2,53,5,4,59000,59000,500,0,0,0,0,0
1,49,0,16,1,0,0,0,0,1,83000,0,0,0,25000,4000,5,0
1,30,1,12,3,1,2,31,12,5,50000,0,0,91000,0,0,0,0
1,30,2,2,3,1,2,36,4,3,8000,0,0,0,0,0,0,0
1,56,1,17,1,2,2,55,16,2,10000,770000,41000,8500000,0,0,0,0
1,69,1,17,1,2,2,66,17,2,430000,497000,25000,0,210000,10000,5,0
1,64,0,9,1,0,0,0,0,1,450000,0,920,0,0,0,0,0
1,45,1,17,7,2,2,42,17,6,200000,175000,1500,10000000,0,0,0,0
1,38,1,16,1,1,2,37,14,2,95000,96000,3900,200000,0,0,0,0
1,46,1,17,1,1,2,42,17,6,120000,125000,1000,150000,50000,50000,5,0
1,58,1,16,1,1,2,59,17,2,56000,78000,0,200000,0,0,0,0
1,38,1,13,1,1,2,38,14,6,60000,60000,0,150000,0,0,0,0
1,44,0,12,1,0,0,0,0,3,30000,0,1300,90000,0,0,0,0
1,47,1,16,7,1,2,50,16,4,97000,124000,600,1000000,0,0,0,0
1,62,0,16,1,0,0,0,0,1,834000,0,45000,14000000,0,0,0,0
0,52,0,17,1,0,0,0,0,1,2000000,0,400000,0,0,0,0,0
1,45,1,17,1,2,2,44,17,4,242000,216000,3100,1500000,0,0,0,0
1,45,1,14,3,2,2,38,11,6,57000,48000,0,265000,0,0,0,0
1,54,0,11,1,0,0,0,0,1,1500,0,0,0,0,0,0,0
1,32,1,17,1,2,2,26,13,3,50000,45000,0,0,0,0,0,0
0,41,0,13,1,0,0,0,0,3,6000,0,0,0,0,0,0,0
1,32,1,14,1,1,2,33,14,4,71000,72000,1500,200000,0,0,0,0
1,56,1,16,2,1,2,36,14,3,70000,51000,1000,300000,0,0,0,0
0,24,1,14,1,2,1,28,0,3,50000,0,0,200000,0,0,0,0
1,73,1,17,1,1,2,58,17,2,4000,250000,20000,0,15000,15000,5,0
1,67,1,17,1,2,2,65,14,2,350000,1200000,25000,4000000,0,0,0,0
0,69,0,9,2,0,0,0,0,3,9500,0,0,0,0,0,0,0
1,34,1,12,1,2,2,34,12,4,106000,76000,500,250000,0,0,0,0
1,26,0,16,1,0,0,0,0,2,38000,0,0,0,0,0,0,0
1,51,1,14,3,2,2,50,12,9,52000,52000,0,50000,0,0,0,0
1,42,1,14,1,1,2,39,12,5,40000,40000,2000,600000,0,0,0,0
0,24,0,14,2,0,0,0,0,2,35000,0,0,0,0,0,0,0
1,43,1,16,7,2,2,38,15,4,82000,78000,1400,300000,0,0,0,0
1,80,1,16,1,2,2,73,14,2,36000,220000,6000,100000,100000,75000,5,0
1,58,1,14,1,2,2,57,12,2,125000,100000,3000,125000,0,0,0,0
1,24,1,16,1,2,2,25,16,2,43000,0,1500,41000,0,0,0,0
1,24,2,12,1,3,2,20,11,4,32000,0,0,0,0,0,0,0
1,58,1,17,1,2,2,58,17,2,850000,1290000,60000,1500000,0,0,0,0
1,52,1,16,1,2,2,48,12,2,21000,20000,0,150000,0,0,0,0
0,39,0,10,2,0,0,0,0,4,15000,0,0,0,40000,25000,5,0
1,41,0,12,1,0,0,0,0,2,38000,0,1000,0,100000,6000,5,0
1,50,1,14,7,2,2,30,9,2,15000,15000,0,0,0,0,0,0
1,47,0,16,2,0,0,0,0,3,102000,0,970,400000,0,0,0,0
1,56,1,11,1,2,2,53,12,2,53000,53000,0,10000,0,0,0,0
0,44,0,16,1,0,0,0,0,8,22000,0,600,0,0,0,0,0
1,34,1,12,2,1,2,34,12,5,40000,0,0,10000,0,0,0,0
1,74,2,2,1,1,2,59,6,2,29000,0,1000,0,100000,0,5,0
1,38,0,10,1,0,0,0,0,1,12000,0,0,0,0,0,0,0
1,22,0,11,1,0,0,0,0,1,10000,0,0,10000,0,0,0,0
0,53,0,17,1,0,0,0,0,1,60000,0,4000,1000000,0,0,0,0
1,38,2,16,2,1,2,36,14,3,70000,0,0,0,30000,300,5,0
1,69,1,12,1,2,2,69,12,2,12000,25000,1900,0,8000,1800,5,0
0,61,0,13,1,0,0,0,0,1,40000,0,5000,5000,0,0,0,0
1,24,2,16,1,1,2,24,16,4,100000,0,0,0,100000,2000,5,0
1,37,0,17,1,0,0,0,0,1,244000,0,500,600000,0,0,0,0
0,33,0,15,1,0,0,0,0,3,21000,0,0,0,0,0,0,0
1,53,1,13,7,1,2,49,12,5,16000,0,0,0,0,0,0,0
1,43,1,16,2,2,2,42,16,3,35000,35000,2000,40000,0,0,0,0
1,63,1,16,1,2,2,55,15,4,66000,160000,4000,200000,600000,6000,5,0
1,47,1,12,1,2,2,42,12,3,80000,55000,3000,530000,0,0,0,0
1,68,0,4,1,0,0,0,0,1,5600,0,0,0,0,0,0,0
1,26,2,12,2,3,2,26,12,4,20000,0,0,0,40000,10000,5,0
1,82,0,12,7,0,0,0,0,1,38000,0,1000,10000,0,0,0,0
